event,station,time,phase
80,V0809,2024-06-16 12:03:26.248773069,S
80,V0505,2024-06-16 12:03:26.248772020,S
80,V0409,2024-06-16 12:03:26.248774727,S
80,V0506,2024-06-16 12:03:26.248772285,S
80,V0808,2024-06-16 12:03:26.248770716,S
80,V0805,2024-06-16 12:03:26.248773525,S
80,V0410,2024-06-16 12:03:26.248771154,S
80,V0412,2024-06-16 12:03:26.248769276,S
81,V0505,2024-06-16 12:03:26.647357646,S
81,V0409,2024-06-16 12:03:26.647355443,S
81,V0407,2024-06-16 12:03:26.647361277,S
81,V0408,2024-06-16 12:03:26.647357488,S
81,V0504,2024-06-16 12:03:26.647353844,S
81,V0410,2024-06-16 12:03:26.647357362,S
81,V0412,2024-06-16 12:03:26.647361179,S
82,V0303,2024-06-16 12:03:29.727982665,S
82,V0505,2024-06-16 12:03:29.727981513,S
82,V0409,2024-06-16 12:03:29.727982908,S
82,V0408,2024-06-16 12:03:29.727984853,S
82,V0504,2024-06-16 12:03:29.727980645,S
82,V0410,2024-06-16 12:03:29.727983091,S
82,V0305,2024-06-16 12:03:29.727986085,S
82,V0302,2024-06-16 12:03:29.727981856,S
82,V0412,2024-06-16 12:03:29.727985348,S
82,V0304,2024-06-16 12:03:29.727982709,S
83,V0807,2024-06-16 12:03:30.237813121,S
83,V0505,2024-06-16 12:03:30.237806140,S
83,V0409,2024-06-16 12:03:30.237810533,S
83,V0506,2024-06-16 12:03:30.237812704,S
83,V0808,2024-06-16 12:03:30.237814687,S
83,V0805,2024-06-16 12:03:30.237813867,S
83,V0408,2024-06-16 12:03:30.237814720,S
83,V0504,2024-06-16 12:03:30.237810214,S
83,V0410,2024-06-16 12:03:30.237807389,S
83,V0412,2024-06-16 12:03:30.237809263,S
84,V0807,2024-06-16 12:03:34.129381269,S
84,V0303,2024-06-16 12:03:34.129381248,S
84,V0505,2024-06-16 12:03:34.129375651,S
84,V0409,2024-06-16 12:03:34.129380678,S
84,V0117,2024-06-16 12:03:34.129381112,S
84,V0506,2024-06-16 12:03:34.129379662,S
84,V0808,2024-06-16 12:03:34.129382163,S
84,V0805,2024-06-16 12:03:34.129382957,S
84,V0504,2024-06-16 12:03:34.129379291,S
84,V0410,2024-06-16 12:03:34.129378314,S
84,V0305,2024-06-16 12:03:34.129381754,S
84,V0302,2024-06-16 12:03:34.129382007,S
84,V0412,2024-06-16 12:03:34.129378611,S
84,V0304,2024-06-16 12:03:34.129381231,S
85,V0509,2024-06-16 12:03:34.540672244,S
85,V0807,2024-06-16 12:03:34.540663023,S
85,V0303,2024-06-16 12:03:34.540670537,S
85,V0414,2024-06-16 12:03:34.540666143,S
85,V0811,2024-06-16 12:03:34.540671982,S
85,V0307,2024-06-16 12:03:34.540671758,S
85,V0812,2024-06-16 12:03:34.540676679,S
85,V0508,2024-06-16 12:03:34.540665313,S
85,V0306,2024-06-16 12:03:34.540669434,S
85,V0809,2024-06-16 12:03:34.540663876,S
85,V0505,2024-06-16 12:03:34.540663440,S
85,V0510,2024-06-16 12:03:34.540679173,S
85,V0409,2024-06-16 12:03:34.540668848,S
85,V0117,2024-06-16 12:03:34.540665263,S
85,V0506,2024-06-16 12:03:34.540662089,S
85,V0309,2024-06-16 12:03:34.540679469,S
85,V0808,2024-06-16 12:03:34.540662313,S
85,V0407,2024-06-16 12:03:34.540677197,S
85,V0308,2024-06-16 12:03:34.540675062,S
85,V0805,2024-06-16 12:03:34.540667980,S
85,V0408,2024-06-16 12:03:34.540672952,S
85,V0504,2024-06-16 12:03:34.540668547,S
85,V0410,2024-06-16 12:03:34.540665119,S
85,V0305,2024-06-16 12:03:34.540668789,S
85,V0302,2024-06-16 12:03:34.540671956,S
85,V0810,2024-06-16 12:03:34.540667229,S
85,V0412,2024-06-16 12:03:34.540662568,S
85,V0417,2024-06-16 12:03:34.540674234,S
85,V0304,2024-06-16 12:03:34.540670489,S
86,V0807,2024-06-16 12:03:36.900644782,S
86,V0414,2024-06-16 12:03:36.900649309,S
86,V0508,2024-06-16 12:03:36.900649978,S
86,V0809,2024-06-16 12:03:36.900648689,S
86,V0505,2024-06-16 12:03:36.900644641,S
86,V0409,2024-06-16 12:03:36.900646658,S
86,V0506,2024-06-16 12:03:36.900646578,S
86,V0808,2024-06-16 12:03:36.900646120,S
86,V0805,2024-06-16 12:03:36.900646795,S
86,V0408,2024-06-16 12:03:36.900650751,S
86,V0504,2024-06-16 12:03:36.900647986,S
86,V0410,2024-06-16 12:03:36.900643220,S
86,V0412,2024-06-16 12:03:36.900642493,S
87,V0509,2024-06-16 12:03:40.492510192,S
87,V0807,2024-06-16 12:03:40.492505011,S
87,V0303,2024-06-16 12:03:40.492513330,S
87,V0414,2024-06-16 12:03:40.492506672,S
87,V0811,2024-06-16 12:03:40.492507699,S
87,V0307,2024-06-16 12:03:40.492509745,S
87,V0812,2024-06-16 12:03:40.492512435,S
87,V0508,2024-06-16 12:03:40.492505606,S
87,V0306,2024-06-16 12:03:40.492508903,S
87,V0809,2024-06-16 12:03:40.492500812,S
87,V0505,2024-06-16 12:03:40.492509008,S
87,V0510,2024-06-16 12:03:40.492516342,S
87,V0409,2024-06-16 12:03:40.492514271,S
87,V0117,2024-06-16 12:03:40.492503715,S
87,V0506,2024-06-16 12:03:40.492505240,S
87,V0309,2024-06-16 12:03:40.492516054,S
87,V0808,2024-06-16 12:03:40.492502154,S
87,V0308,2024-06-16 12:03:40.492512165,S
87,V0805,2024-06-16 12:03:40.492511298,S
87,V0504,2024-06-16 12:03:40.492513885,S
87,V0410,2024-06-16 12:03:40.492510674,S
87,V0305,2024-06-16 12:03:40.492510249,S
87,V0302,2024-06-16 12:03:40.492515147,S
87,V0810,2024-06-16 12:03:40.492503057,S
87,V0412,2024-06-16 12:03:40.492507703,S
87,V0417,2024-06-16 12:03:40.492512295,S
87,V0304,2024-06-16 12:03:40.492513264,S
88,V0807,2024-06-16 12:03:46.206383782,S
88,V0414,2024-06-16 12:03:46.206385173,S
88,V0508,2024-06-16 12:03:46.206385180,S
88,V0809,2024-06-16 12:03:46.206383872,S
88,V0505,2024-06-16 12:03:46.206385037,S
88,V0409,2024-06-16 12:03:46.206390006,S
88,V0117,2024-06-16 12:03:46.206388527,S
88,V0506,2024-06-16 12:03:46.206382410,S
88,V0808,2024-06-16 12:03:46.206382599,S
88,V0805,2024-06-16 12:03:46.206389126,S
88,V0504,2024-06-16 12:03:46.206390302,S
88,V0410,2024-06-16 12:03:46.206385888,S
88,V0810,2024-06-16 12:03:46.206387185,S
88,V0412,2024-06-16 12:03:46.206382388,S
89,V0807,2024-06-16 12:03:49.103454773,S
89,V0414,2024-06-16 12:03:49.103459808,S
89,V0508,2024-06-16 12:03:49.103459743,S
89,V0809,2024-06-16 12:03:49.103456863,S
89,V0505,2024-06-16 12:03:49.103457655,S
89,V0409,2024-06-16 12:03:49.103462038,S
89,V0117,2024-06-16 12:03:49.103461146,S
89,V0506,2024-06-16 12:03:49.103456806,S
89,V0808,2024-06-16 12:03:49.103454434,S
89,V0805,2024-06-16 12:03:49.103460156,S
89,V0504,2024-06-16 12:03:49.103462326,S
89,V0410,2024-06-16 12:03:49.103458304,S
89,V0305,2024-06-16 12:03:49.103464992,S
89,V0810,2024-06-16 12:03:49.103460731,S
89,V0412,2024-06-16 12:03:49.103455827,S
90,V0807,2024-06-16 12:03:55.013945696,S
90,V0303,2024-06-16 12:03:55.013955057,S
90,V0414,2024-06-16 12:03:55.013950600,S
90,V0508,2024-06-16 12:03:55.013950891,S
90,V0306,2024-06-16 12:03:55.013956449,S
90,V0809,2024-06-16 12:03:55.013950048,S
90,V0505,2024-06-16 12:03:55.013943538,S
90,V0409,2024-06-16 12:03:55.013945753,S
90,V0117,2024-06-16 12:03:55.013953107,S
90,V0506,2024-06-16 12:03:55.013947010,S
90,V0808,2024-06-16 12:03:55.013947336,S
90,V0407,2024-06-16 12:03:55.013954350,S
90,V0805,2024-06-16 12:03:55.013947023,S
90,V0408,2024-06-16 12:03:55.013949995,S
90,V0504,2024-06-16 12:03:55.013946830,S
90,V0410,2024-06-16 12:03:55.013942122,S
90,V0305,2024-06-16 12:03:55.013954830,S
90,V0302,2024-06-16 12:03:55.013955742,S
90,V0810,2024-06-16 12:03:55.013953751,S
90,V0412,2024-06-16 12:03:55.013942548,S
90,V0304,2024-06-16 12:03:55.013955037,S
91,V0807,2024-06-16 12:03:56.331816114,S
91,V0303,2024-06-16 12:03:56.331808110,S
91,V0414,2024-06-16 12:03:56.331818078,S
91,V0307,2024-06-16 12:03:56.331820024,S
91,V0508,2024-06-16 12:03:56.331816590,S
91,V0306,2024-06-16 12:03:56.331815573,S
91,V0809,2024-06-16 12:03:56.331818733,S
91,V0505,2024-06-16 12:03:56.331808472,S
91,V0409,2024-06-16 12:03:56.331811904,S
91,V0117,2024-06-16 12:03:56.331813839,S
91,V0506,2024-06-16 12:03:56.331812765,S
91,V0808,2024-06-16 12:03:56.331817017,S
91,V0407,2024-06-16 12:03:56.331817986,S
91,V0805,2024-06-16 12:03:56.331816729,S
91,V0408,2024-06-16 12:03:56.331814532,S
91,V0504,2024-06-16 12:03:56.331809788,S
91,V0410,2024-06-16 12:03:56.331810868,S
91,V0305,2024-06-16 12:03:56.331810892,S
91,V0302,2024-06-16 12:03:56.331808090,S
91,V0412,2024-06-16 12:03:56.331811980,S
91,V0304,2024-06-16 12:03:56.331808131,S
92,V0807,2024-06-16 12:03:58.811622792,S
92,V0303,2024-06-16 12:03:58.811626576,S
92,V0508,2024-06-16 12:03:58.811625827,S
92,V0809,2024-06-16 12:03:58.811625623,S
92,V0505,2024-06-16 12:03:58.811618842,S
92,V0409,2024-06-16 12:03:58.811624314,S
92,V0117,2024-06-16 12:03:58.811624428,S
92,V0506,2024-06-16 12:03:58.811621734,S
92,V0808,2024-06-16 12:03:58.811623517,S
92,V0805,2024-06-16 12:03:58.811625437,S
92,V0504,2024-06-16 12:03:58.811623542,S
92,V0410,2024-06-16 12:03:58.811621151,S
92,V0305,2024-06-16 12:03:58.811626220,S
92,V0412,2024-06-16 12:03:58.811620508,S
92,V0304,2024-06-16 12:03:58.811626547,S
93,V0303,2024-06-16 12:04:00.493749783,S
93,V0505,2024-06-16 12:04:00.493747477,S
93,V0409,2024-06-16 12:04:00.493744569,S
93,V0407,2024-06-16 12:04:00.493744696,S
93,V0502,2024-06-16 12:04:00.493747936,S
93,V0408,2024-06-16 12:04:00.493743471,S
93,V0504,2024-06-16 12:04:00.493743174,S
93,V0410,2024-06-16 12:04:00.493747344,S
93,V0302,2024-06-16 12:04:00.493748189,S
93,V0412,2024-06-16 12:04:00.493750978,S
93,V0304,2024-06-16 12:04:00.493749848,S
94,V0807,2024-06-16 12:04:00.616628933,S
94,V0303,2024-06-16 12:04:00.616620427,S
94,V0307,2024-06-16 12:04:00.616629086,S
94,V0508,2024-06-16 12:04:00.616628569,S
94,V0306,2024-06-16 12:04:00.616624738,S
94,V0809,2024-06-16 12:04:00.616629673,S
94,V0505,2024-06-16 12:04:00.616625144,S
94,V0409,2024-06-16 12:04:00.616629831,S
94,V0117,2024-06-16 12:04:00.616621307,S
94,V0506,2024-06-16 12:04:00.616626025,S
94,V0808,2024-06-16 12:04:00.616628841,S
94,V0504,2024-06-16 12:04:00.616627831,S
94,V0410,2024-06-16 12:04:00.616627969,S
94,V0305,2024-06-16 12:04:00.616620704,S
94,V0302,2024-06-16 12:04:00.616621837,S
94,V0412,2024-06-16 12:04:00.616627465,S
94,V0304,2024-06-16 12:04:00.616620388,S
95,V0807,2024-06-16 12:04:02.471132223,S
95,V0303,2024-06-16 12:04:02.471138798,S
95,V0414,2024-06-16 12:04:02.471136578,S
95,V0508,2024-06-16 12:04:02.471136131,S
95,V0306,2024-06-16 12:04:02.471140263,S
95,V0809,2024-06-16 12:04:02.471135699,S
95,V0505,2024-06-16 12:04:02.471128552,S
95,V0409,2024-06-16 12:04:02.471133520,S
95,V0117,2024-06-16 12:04:02.471136645,S
95,V0506,2024-06-16 12:04:02.471131939,S
95,V0808,2024-06-16 12:04:02.471133284,S
95,V0805,2024-06-16 12:04:02.471134711,S
95,V0408,2024-06-16 12:04:02.471137745,S
95,V0504,2024-06-16 12:04:02.471133446,S
95,V0410,2024-06-16 12:04:02.471129786,S
95,V0305,2024-06-16 12:04:02.471138404,S
95,V0302,2024-06-16 12:04:02.471139684,S
95,V0810,2024-06-16 12:04:02.471139260,S
95,V0412,2024-06-16 12:04:02.471129088,S
95,V0304,2024-06-16 12:04:02.471138772,S
96,V0807,2024-06-16 12:04:06.878423068,S
96,V0414,2024-06-16 12:04:06.878425574,S
96,V0508,2024-06-16 12:04:06.878424355,S
96,V0306,2024-06-16 12:04:06.878427332,S
96,V0809,2024-06-16 12:04:06.878423447,S
96,V0505,2024-06-16 12:04:06.878422735,S
96,V0117,2024-06-16 12:04:06.878422988,S
96,V0506,2024-06-16 12:04:06.878421266,S
96,V0808,2024-06-16 12:04:06.878422266,S
96,V0410,2024-06-16 12:04:06.878424823,S
96,V0305,2024-06-16 12:04:06.878426535,S
96,V0810,2024-06-16 12:04:06.878426466,S
96,V0412,2024-06-16 12:04:06.878422457,S
97,V0509,2024-06-16 12:04:08.866520609,S
97,V0807,2024-06-16 12:04:08.866515844,S
97,V0303,2024-06-16 12:04:08.866520011,S
97,V0414,2024-06-16 12:04:08.866516830,S
97,V0811,2024-06-16 12:04:08.866519500,S
97,V0307,2024-06-16 12:04:08.866518426,S
97,V0508,2024-06-16 12:04:08.866515139,S
97,V0306,2024-06-16 12:04:08.866516501,S
97,V0809,2024-06-16 12:04:08.866513502,S
97,V0505,2024-06-16 12:04:08.866517213,S
97,V0117,2024-06-16 12:04:08.866511250,S
97,V0506,2024-06-16 12:04:08.866513958,S
97,V0808,2024-06-16 12:04:08.866513899,S
97,V0410,2024-06-16 12:04:08.866519409,S
97,V0305,2024-06-16 12:04:08.866517049,S
97,V0810,2024-06-16 12:04:08.866515425,S
97,V0412,2024-06-16 12:04:08.866516718,S
97,V0304,2024-06-16 12:04:08.866519944,S
98,V0807,2024-06-16 12:04:11.065178988,S
98,V0303,2024-06-16 12:04:11.065181586,S
98,V0414,2024-06-16 12:04:11.065181788,S
98,V0508,2024-06-16 12:04:11.065180823,S
98,V0809,2024-06-16 12:04:11.065181476,S
98,V0505,2024-06-16 12:04:11.065173530,S
98,V0409,2024-06-16 12:04:11.065179519,S
98,V0117,2024-06-16 12:04:11.065180393,S
98,V0506,2024-06-16 12:04:11.065176577,S
98,V0808,2024-06-16 12:04:11.065179570,S
98,V0805,2024-06-16 12:04:11.065181550,S
98,V0504,2024-06-16 12:04:11.065178779,S
98,V0410,2024-06-16 12:04:11.065176118,S
98,V0305,2024-06-16 12:04:11.065181236,S
98,V0412,2024-06-16 12:04:11.065175264,S
98,V0304,2024-06-16 12:04:11.065181557,S
99,V0807,2024-06-16 12:04:16.499790646,S
99,V0303,2024-06-16 12:04:16.499791220,S
99,V0508,2024-06-16 12:04:16.499792590,S
99,V0505,2024-06-16 12:04:16.499785486,S
99,V0409,2024-06-16 12:04:16.499790985,S
99,V0117,2024-06-16 12:04:16.499790369,S
99,V0506,2024-06-16 12:04:16.499788565,S
99,V0808,2024-06-16 12:04:16.499791266,S
99,V0504,2024-06-16 12:04:16.499789781,S
99,V0410,2024-06-16 12:04:16.499788216,S
99,V0305,2024-06-16 12:04:16.499791214,S
99,V0302,2024-06-16 12:04:16.499792186,S
99,V0412,2024-06-16 12:04:16.499787882,S
99,V0304,2024-06-16 12:04:16.499791194,S
