id,ev_id,o_id,ev_type,time,latitude,longitude,depth,mag_type,mag,mag_plot_size,method_id,evaluation_mode,author,rms,az_gap,num_phase
550,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iemctgraa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426205224.540349.655272,None,2024-04-26T20:52:14.379424Z,46.51054127,8.47614106,-1399.605249,MwA,-4.070044769,1.087413934,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000125161,94.21508605,13
551,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iemfvswgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426205602.157541.661140,None,2024-04-26T20:55:51.961506Z,46.51057866,8.476142066,-1395.240514,MwA,-4.222373045,0.912495551,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,5.84E-05,132.9828669,7
552,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iemoxiqna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426210639.966923.679599,None,2024-04-26T21:06:29.042907Z,46.51053936,8.476088321,-1393.759671,MwA,-4.073362633,1.083268118,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000122904,79.4168473,14
553,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iempgcjaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426210702.988697.680506,None,2024-04-26T21:06:52.728528Z,46.51059925,8.476286525,-1412.88836,MwA,-4.054687485,1.106811176,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000108473,137.4049192,11
554,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iemphhrgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426210706.274428.680647,None,2024-04-26T21:06:55.981559Z,46.5105111,8.476085684,-1399.253698,MwA,-4.588994462,0.598301439,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,3.40E-05,84.68021866,7
555,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ienxldbgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426214706.956192.769880,None,2024-04-26T21:46:56.655529Z,46.51048385,8.475994458,-1397.236063,MwA,-4.219706441,0.915301255,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,4.56E-05,86.14118767,10
556,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieoeasyaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426215450.912224.782248,None,2024-04-26T21:54:40.688012Z,46.51042858,8.475905347,-1392.544608,MwA,-4.392091627,0.75053589,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,8.55E-05,114.6300094,8
557,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieojvcegn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426220137.629047.793003,None,2024-04-26T22:01:27.249560Z,46.51047998,8.475959478,-1388.146318,MwA,-4.515323137,0.651261957,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000105534,76.27141495,8
558,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieonsmltn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426220611.744703.801003,None,2024-04-26T22:06:01.423689Z,46.51056462,8.476026487,-1384.502665,MwA,-3.938858097,1.264702071,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000114619,108.3318951,14
559,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieopzijaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426220850.754298.805331,None,2024-04-26T22:08:40.538425Z,46.51053625,8.476159612,-1401.236744,MwA,-4.071908179,1.085083573,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000154613,102.6980664,14
560,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieovaxrtn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426221446.591571.814490,None,2024-04-26T22:14:36.351802Z,46.51048362,8.475727311,-1394.987479,MwA,-4.144372471,0.998230977,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000201186,278.536665,7
561,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iepezgdgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426222625.281184.831252,None,2024-04-26T22:26:14.868939Z,46.51058228,8.476243509,-1397.072535,MwA,-4.086465247,1.067049716,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,5.70E-05,92.74951623,13
562,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iepvvcvtn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426224609.117014.859467,None,2024-04-26T22:45:58.871646Z,46.5104515,8.4757565,-1386.404365,MwA,-4.156970154,0.983857501,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.00015704,253.3699142,7
563,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iepzsfhaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426225043.235107.866831,None,2024-04-26T22:50:32.230445Z,46.51048612,8.475973623,-1395.612697,MwA,-4.143442635,0.999300169,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000130396,83.99943409,13
564,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieqczfoaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426225432.35971.873229,None,2024-04-26T22:54:22.096080Z,46.51051801,8.476066777,-1394.391737,MwA,-4.235882621,0.898412876,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000106026,79.28509402,10
565,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieqwysjgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426231756.930216.906566,None,2024-04-26T23:17:46.807849Z,46.51045853,8.475988077,-1395.129737,MwA,-3.949023909,1.249986503,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000167463,55.14793897,13
566,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ierivflaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426233151.168928.936878,None,2024-04-26T23:31:40.996256Z,46.51070274,8.475879599,-1390.935767,MwA,-4.055089423,1.106299119,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000205886,271.465376,5
567,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iesdwbvna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426235630.070784.974515,None,2024-04-26T23:56:19.710299Z,46.5104887,8.475974535,-1388.43631,MwA,-4.214018532,0.921314725,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,6.98E-05,88.12766238,10
568,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iesgkoctn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240426235930.227061.978372,None,2024-04-26T23:59:19.451706Z,46.51041007,8.475665643,-1368.301119,MwA,-4.132391278,1.012095839,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000123741,260.8447715,7
569,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iesliyltn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427000516.928402.986912,None,2024-04-27T00:05:06.639569Z,46.51053784,8.47616148,-1400.643901,MwA,-4.516027089,0.650734352,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,4.61E-05,102.5382669,6
570,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ietcnsfaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427002524.874564.1016045,None,2024-04-27T00:25:14.676227Z,46.51043223,8.475983616,-1398.269001,MwA,-4.452077459,0.700452273,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,7.07E-05,90.64194691,8
571,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iethboagn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427003043.661405.1027508,None,2024-04-27T00:30:33.317393Z,46.51041254,8.475965313,-1403.852466,MwA,-3.900187322,1.322280573,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,9.97E-05,90.71352226,12
572,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ievaaciaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427012324.206348.1119320,None,2024-04-27T01:23:13.075986Z,46.51075246,8.475906074,-1382.585753,MwA,-3.836817864,1.422356121,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000233707,249.6641044,12
573,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ievfelptn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427012926.681648.1127694,None,2024-04-27T01:29:16.375660Z,46.51046113,8.475986525,-1395.289708,MwA,-4.29063288,0.843530593,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,9.49E-05,62.89092323,11
574,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ievidaona,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427013253.911071.1132157,None,2024-04-27T01:32:43.435044Z,46.51050831,8.476103125,-1399.560412,MwA,-3.72354816,1.62047822,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000143346,91.75335909,16
575,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ievlxdtna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427013718.94002.1138686,None,2024-04-27T01:37:08.758754Z,46.5105431,8.475878515,-1392.99299,MwA,-4.435951153,0.71357841,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000322533,231.5448964,6
576,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iexafwnna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427022434.745662.1234817,None,2024-04-27T02:24:24.502079Z,46.51054098,8.476138417,-1397.355167,MwA,-3.91798108,1.295468145,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.0001271,93.51764647,14
577,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iexirabna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427023427.313375.1250920,None,2024-04-27T02:34:17.046093Z,46.5104424,8.475980878,-1397.796219,MwA,-4.463583512,0.691234685,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000121824,92.555389,8
578,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iexujpxtn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427024810.974336.1279617,None,2024-04-27T02:48:00.711359Z,46.51052333,8.476145724,-1401.034761,MwA,-3.826342949,1.439613146,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000110575,103.8064765,15
579,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieyxktetn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427032213.013346.1343841,None,2024-04-27T03:22:02.573027Z,46.51096444,8.476093631,-1382.363126,MwA,-3.488999925,2.122840261,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000285132,287.8080303,7
580,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ieyzeomna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427032416.798058.1348829,None,2024-04-27T03:24:06.466194Z,46.51056048,8.476033142,-1385.22164,MwA,-4.286185552,0.847860694,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,3.82E-05,105.9528648,9
581,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iezzrhyaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427035520.740388.1400348,None,2024-04-27T03:55:08.840359Z,46.5104733,8.476081112,-1405.143312,MwA,-3.684649221,1.694699369,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,8.75E-05,85.68786957,14
582,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifascilna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427041654.649825.1438812,None,2024-04-27T04:16:44.110591Z,46.51041385,8.475998673,-1407.216251,MwA,-4.035386738,1.131680699,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,2.60E-05,72.70549206,11
583,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifayoejgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240514103213.379914.12041,induced or triggered event,2024-04-27T04:24:17.963527Z,46.51058471,8.47624755,-1400.29417,MwA,-4.462300729,0.692256295,smi:org.gfz-potsdam.de/geofon/StdLoc_OctTree+LeastSquares,manual,mesimeri,0.000161373,125.0231517,6
584,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifayqptna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427042434.799135.1454028,None,2024-04-27T04:24:24.550213Z,46.51052485,8.476114532,-1397.762471,MwA,-3.877625255,1.357077502,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000116602,91.64891751,13
585,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifbbdtftn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427042730.922372.1457918,None,2024-04-27T04:27:20.670999Z,46.51054054,8.47607135,-1392.184725,MwA,-4.417585157,0.728827414,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,3.47E-05,95.24803218,7
586,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifccstnaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427045949.878456.1511712,None,2024-04-27T04:59:39.468416Z,46.51052325,8.476149108,-1401.304459,MwA,-3.95282572,1.244527273,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.00014199,105.1878137,14
587,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifcjgdptn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427050727.830593.1521767,None,2024-04-27T05:07:17.495119Z,46.5104593,8.475991472,-1393.687261,MwA,-4.321977824,0.813632647,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.00016194,80.63437569,9
588,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifcxgnuaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427052353.097711.1560484,None,2024-04-27T05:23:42.808661Z,46.51054365,8.476134473,-1397.737428,MwA,-4.478845097,0.67919539,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,4.98E-05,122.5535044,7
589,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifdlwimna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427054059.97318.1612884,None,2024-04-27T05:40:49.778974Z,46.51052076,8.476042396,-1391.728622,MwA,-4.429429844,0.718956072,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,4.74E-05,89.20422917,9
590,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifefzazaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427060433.931332.1661137,None,2024-04-27T06:04:23.188063Z,46.5104785,8.475961621,-1388.566053,MwA,-4.579309286,0.605010114,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,8.75E-05,125.8408222,7
591,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iffixxttn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427063829.268473.1713304,None,2024-04-27T06:38:18.967723Z,46.51049611,8.476069426,-1397.929845,MwA,-4.230975317,0.903503043,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,6.75E-05,80.54422563,10
592,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iffuxgogn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427065231.046186.1748239,None,2024-04-27T06:52:20.825668Z,46.51048864,8.476084691,-1401.127477,MwA,-3.96770457,1.223390189,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.00010049,87.01492098,13
593,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iffvlecaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427065309.910749.1750409,None,2024-04-27T06:52:58.425632Z,46.51073953,8.476750945,-1405.614339,MwA,-3.641766852,1.780466686,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000202526,287.4603992,14
594,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifgvymcna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427072412.640314.1855649,None,2024-04-27T07:24:02.312652Z,46.51050262,8.475692293,-1364.317482,MwA,-3.999922334,1.178843386,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000144433,240.9773929,9
595,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifgyyssgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427072744.118214.1864508,None,2024-04-27T07:27:33.913021Z,46.51049103,8.476017815,-1392.890309,MwA,-3.961680118,1.231905004,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,8.52E-05,78.90088356,12
596,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifhcmiena,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427073153.292026.1873293,None,2024-04-27T07:31:41.589495Z,46.5105619,8.476195923,-1404.505464,MwA,-4.27181846,0.862001553,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,3.39E-05,96.42331925,9
597,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifhuutlaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427075320.142259.1910936,None,2024-04-27T07:53:09.860373Z,46.51047781,8.475970816,-1389.838084,MwA,-4.082491906,1.071942093,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,7.80E-05,78.75026143,10
598,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifiphxona,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240514104254.068061.12247,induced or triggered event,2024-04-27T08:17:11.523458Z,46.51040062,8.476040042,-1402.175307,MwA,-4.476607085,0.680947666,smi:org.gfz-potsdam.de/geofon/StdLoc_OctTree+LeastSquares,manual,mesimeri,6.75E-05,138.2251734,7
599,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifirttpgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427082014.486596.1981703,None,2024-04-27T08:20:04.166936Z,46.51044632,8.475986198,-1396.801976,MwA,-4.147531216,0.994607364,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,8.83E-05,67.57757876,11
600,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifjverntn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427085443.742853.2087007,None,2024-04-27T08:54:32.518086Z,46.51056679,8.476235865,-1399.142862,MwA,-4.008814872,1.16683606,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,6.95E-05,97.90898543,15
601,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifkdcongn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427090359.396039.2106385,None,2024-04-27T09:03:49.221509Z,46.51037277,8.475709445,-1391.117596,MwA,-4.276224193,0.857640303,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000130347,315.1472922,6
602,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifkjiwmgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427091118.73197.2125690,None,2024-04-27T09:11:08.097903Z,46.51047789,8.476066574,-1404.50087,MwA,-4.42867559,0.719580661,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000211744,98.59860691,7
603,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifkpqeegn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427091839.990634.2149374,None,2024-04-27T09:18:29.649364Z,46.51047759,8.476076782,-1404.804635,MwA,-4.181184082,0.956808968,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.00015947,139.6621338,9
604,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iflcscntn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427093359.233035.2195610,None,2024-04-27T09:33:48.846612Z,46.51055812,8.476205074,-1399.444784,MwA,-4.275695121,0.858162865,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,6.69E-05,101.3797662,10
605,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024iflglfwtn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427093821.671158.2205591,None,2024-04-27T09:38:11.475680Z,46.51048269,8.476067383,-1400.054754,MwA,-4.207111417,0.928670328,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,3.96E-05,80.14237734,10
606,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifljfcggn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427094136.04662.2212513,None,2024-04-27T09:41:25.785572Z,46.51048007,8.475722977,-1394.915163,MwA,-4.099038497,1.051714907,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000195307,278.9146638,7
607,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifmmncwgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427101556.47684.2286480,None,2024-04-27T10:15:46.298014Z,46.51039315,8.475827825,-1387.588525,MwA,-4.122729174,1.023417152,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000111031,84.98252058,10
608,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifndxeqna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427103620.20552.2333754,None,2024-04-27T10:36:08.691631Z,46.51041314,8.475896043,-1389.278256,MwA,-4.277945024,0.855942845,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,6.08E-05,110.9952295,7
609,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifnvmyztn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427105656.661334.2375706,None,2024-04-27T10:56:46.536620Z,46.51043356,8.475739448,-1394.196441,MwA,-3.880557166,1.352504427,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,9.53E-05,247.2931372,9
610,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifodsoyaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427110634.409833.2392245,None,2024-04-27T11:06:24.143979Z,46.51043523,8.476031503,-1406.567232,MwA,-3.433533919,2.262821616,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000126916,48.97820575,19
611,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifohbhbgn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427111030.181931.2401093,None,2024-04-27T11:10:18.573623Z,46.51065757,8.476408158,-1370.453322,MwA,-3.88942481,1.338766613,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000242061,198.1256742,14
612,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifoogonna,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240514104404.741125.12304,induced or triggered event,2024-04-27T11:18:45.000401Z,46.51050412,8.475911625,-1388.174544,MwA,-4.471323142,0.685102744,smi:org.gfz-potsdam.de/geofon/StdLoc_OctTree+LeastSquares,manual,mesimeri,8.46E-06,265.0002292,5
613,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifoqescaa,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427112110.857162.2427003,None,2024-04-27T11:21:00.568085Z,46.51055897,8.476203761,-1398.599904,MwA,-3.553594872,1.97069694,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000109739,77.73912513,18
614,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifpbaoutn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427113352.983405.2485262,None,2024-04-27T11:33:42.754592Z,46.51073923,8.476804774,-1396.684491,MwA,-3.718433598,1.630048322,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000197357,294.0890959,11
615,smi:ch.ethz.bulgg/bedretto-dev2/Event/2024ifpnyrgtn,smi:ch.ethz.bulgg/bedretto-dev2/Origin/20240427114902.979331.2535326,None,2024-04-27T11:48:51.554746Z,46.51057626,8.475769836,-1389.802611,MwA,-4.074502783,1.081847104,smi:org.gfz-potsdam.de/geofon/StdLoc_GridSearch+LeastSquares,automatic,scanloc-v@bedretto-dev2,0.000211529,240.3346481,8
